,rain,elevation,river
1998/02/08,0.0,4.8580000000000005,2.46
1998/02/09,0.0,5.3370000000000015,2.338
1998/02/10,0.0,5.622000000000001,2.221
1998/02/11,0.0,5.4060000000000015,2.144
1998/02/12,0.0,5.609,2.04
1998/02/13,0.0,5.598,1.96
1998/02/14,0.0,5.523,1.8769999999999998
1998/02/15,0.0,5.393,1.788
1998/02/16,0.9,5.606,1.746
1998/02/17,0.0,4.726,1.706
1998/02/19,0.0,4.674,1.651
1998/02/20,0.0,4.359,1.6269999999999998
1998/02/21,1.4,4.856,1.6269999999999998
1998/02/22,1.0,4.488,1.5730000000000002
1998/02/23,0.9,4.941,1.528
1998/02/24,0.0,5.0280000000000005,1.484
1998/02/25,0.0,5.295,1.409
1998/02/26,0.0,5.968,1.38
1998/02/27,0.4,6.234,1.3259999999999998
1998/02/28,2.0,6.216,1.3159999999999998
1998/03/01,2.4,5.932,1.357
1998/03/02,3.1,5.988,1.5019999999999998
1998/03/03,23.5,5.966,5.41
1998/03/04,2.1,5.436,13.51
1998/03/05,2.1,5.038,5.4
1998/03/06,7.2,4.556,4.931
1998/03/07,3.3,4.668,5.53
1998/03/08,0.0,4.695,4.7330000000000005
1998/03/09,0.4,4.585,3.878
1998/03/10,18.1,4.7010000000000005,10.92
1998/03/11,0.5,5.327000000000001,19.61
1998/03/12,2.6,5.12,7.619
1998/03/13,0.1,5.327000000000001,6.087999999999999
1998/03/14,0.0,5.377000000000002,4.538
1998/03/15,0.0,5.33,3.725
1998/03/16,0.0,5.202000000000001,3.2430000000000003
1998/03/17,0.0,5.175,2.873
1998/03/18,0.0,5.146,2.5610000000000004
1998/03/19,0.0,4.69,2.319
1998/03/20,0.0,4.4830000000000005,2.221
1998/03/21,0.0,4.31,2.1180000000000003
1998/03/22,0.0,4.187,2.028
1998/03/23,2.8,4.157,1.964
1998/03/24,3.9,4.549,2.225
1998/03/25,3.4,4.745,2.735
1998/03/26,0.3,5.0280000000000005,3.88
1998/03/27,0.0,5.853,3.015
1998/03/28,0.0,6.045,2.374
1998/03/29,9.3,6.09,2.8930000000000002
1998/03/30,0.0,5.92,5.935
1998/03/31,1.0,5.8820000000000014,3.281
1998/04/01,1.0,5.582999999999998,2.826
1998/04/02,23.4,5.207000000000002,16.0
1998/04/03,7.7,4.784,27.24
1998/04/04,11.7,4.628,30.31
1998/04/05,6.7,4.521,21.76
1998/04/06,4.2,4.476,15.37
1998/04/07,2.6,4.746,10.68
1998/04/08,9.3,4.924,13.61
1998/04/09,1.5,5.146,15.92
1998/04/10,36.7,5.398,59.45
1998/04/11,4.0,5.462999999999999,45.12
1998/04/12,5.2,5.5710000000000015,17.88
1998/04/13,0.9,5.65,13.75
1998/04/14,5.5,5.364,10.29
1998/04/15,0.1,5.183,12.99
1998/04/16,8.3,5.292000000000002,11.37
1998/04/17,9.5,5.3370000000000015,21.38
1998/04/18,0.0,4.853,18.56
1998/04/19,1.4,4.622,9.267999999999999
1998/04/20,0.0,4.609,7.309
1998/04/21,11.1,4.533,7.017
1998/04/22,9.8,4.61,16.06
1998/04/23,3.1,4.923,18.57
1998/04/24,0.0,5.371,9.32
1998/04/25,0.0,5.823,6.568
1998/04/26,4.9,5.952000000000001,6.196000000000001
1998/04/27,0.7,5.987,5.657
1998/04/28,8.5,5.955,5.374
1998/04/29,0.1,5.744,4.819
1998/04/30,0.0,5.48,4.001
1998/05/01,0.0,5.23,3.585
1998/05/02,0.5,4.918,3.272
1998/05/03,0.0,4.685,3.045
1998/05/04,0.3,4.431,2.8089999999999997
1998/05/05,4.6,4.522,2.728
1998/05/06,2.0,4.6789999999999985,3.112
1998/05/07,1.7,4.698,2.852
1998/05/08,5.9,4.9910000000000005,2.721
1998/05/09,0.0,5.006,3.1510000000000002
1998/05/10,6.4,5.091,2.7110000000000003
1998/05/11,2.4,5.16,3.167
1998/05/12,0.1,5.206,2.905
1998/05/13,0.0,5.2170000000000005,2.407
1998/05/14,0.0,5.148,2.136
1998/05/15,0.0,5.079,1.7830000000000001
1998/05/16,0.0,4.994,1.652
1998/05/17,0.0,4.834,1.521
1998/05/18,0.0,4.6960000000000015,1.439
1998/05/19,0.0,4.671,1.402
1998/05/20,0.3,4.636,1.412
1998/05/21,0.0,4.886,1.401
1998/05/22,0.0,4.9289999999999985,1.304
1998/05/23,1.9,5.3370000000000015,1.3090000000000002
1998/05/24,2.0,5.61,1.4040000000000001
1998/05/25,2.8,5.809,1.4040000000000001
1998/05/26,5.5,5.862,1.145
1998/05/27,0.7,5.712999999999999,1.784
1998/05/28,23.6,5.596,3.227
1998/05/29,1.3,5.573,14.26
1998/05/30,5.5,5.206,4.825
1998/06/02,40.3,4.681,58.61
1998/06/03,0.2,4.62,28.28
1998/06/04,0.0,4.454,8.347999999999999
1998/06/05,1.6,4.478,5.084
1998/06/06,3.6,4.74,5.596
1998/06/07,2.1,4.884,5.146
1998/06/08,9.2,4.977,5.443
1998/06/09,0.6,5.182,6.443
1998/06/10,13.5,5.394,4.717
1998/06/11,1.0,5.587999999999999,10.07
1998/06/12,0.0,5.3439999999999985,4.914
1998/06/13,4.8,5.335,3.786
1998/06/14,5.7,5.426,5.119
1998/06/15,6.2,5.214,8.702
1998/06/16,0.1,5.126,14.57
1998/06/17,2.8,4.999,7.473
1998/06/18,0.3,4.974,5.485
1998/06/19,0.0,4.9060000000000015,4.164
1998/06/20,0.1,5.097,3.2739999999999996
1998/06/21,0.0,5.183,2.786
1998/06/22,2.5,5.407,2.372
1998/06/23,0.1,5.525,2.369
1998/06/24,0.0,5.6110000000000015,2.177
1998/06/25,4.5,5.707000000000002,2.585
1998/06/26,14.6,5.643,3.1239999999999997
1998/06/27,6.0,5.568,8.82
1998/06/28,0.0,5.424,4.171
1998/06/29,0.7,5.18,2.59
1998/06/30,1.6,5.079,2.326
1998/07/01,1.4,4.79,2.318
1998/07/02,0.0,4.663,2.287
1998/07/03,0.0,4.501,2.0340000000000003
1998/07/04,2.1,4.511,1.7630000000000001
1998/07/05,0.1,4.695,1.704
1998/07/06,0.0,4.827,1.626
1998/07/07,0.0,5.005,1.504
1998/07/08,1.8,5.151,1.409
1998/07/09,0.0,5.3870000000000005,1.4780000000000002
1998/07/10,0.6,5.435,1.3840000000000001
1998/07/11,1.9,5.63,1.271
1998/07/12,3.6,5.707000000000002,1.411
1998/07/13,2.2,5.7410000000000005,1.501
1998/07/14,0.6,5.843,1.2429999999999999
1998/07/15,0.3,5.589,1.192
1998/07/16,1.8,5.315,1.137
1998/07/17,8.9,5.149,1.723
1998/07/18,1.1,4.997,1.6640000000000001
1998/07/19,3.2,4.971,1.319
1998/07/20,0.5,5.074,1.3230000000000002
1998/07/21,0.2,5.256,1.286
1998/07/22,1.3,5.32,1.12
1998/07/23,0.0,5.549,1.061
1998/07/24,0.3,5.582000000000002,0.99
1998/07/25,0.0,5.573,0.9279999999999999
1998/07/26,2.5,5.5379999999999985,0.917
1998/07/27,11.3,5.522,1.73
1998/07/28,2.2,5.3889999999999985,2.009
1998/07/29,2.3,5.211,1.4080000000000001
1998/07/30,5.1,5.053,1.528
1998/07/31,1.2,4.813,2.003
1998/08/01,0.0,4.515,1.44
1998/08/02,2.1,4.26,1.182
1998/08/03,3.3,4.575,1.3130000000000002
1998/08/04,0.0,4.665,1.426
1998/08/05,0.0,4.857,1.002
1998/08/06,0.1,5.043,0.907
1998/08/07,2.7,5.34,0.9570000000000001
1998/08/08,0.5,5.542999999999998,0.966
1998/08/09,0.0,5.634,0.9009999999999999
1998/08/10,0.0,5.69,0.8590000000000001
1998/08/11,0.0,5.811,0.8220000000000001
1998/08/12,0.5,5.733,0.774
1998/08/13,0.5,5.747000000000001,0.755
1998/08/14,0.2,5.439,0.7140000000000001
1998/08/15,0.0,5.284,0.7040000000000001
1998/08/16,1.7,4.875,0.687
1998/08/17,0.0,4.9510000000000005,0.696
1998/08/18,0.0,4.968,0.72
1998/08/19,0.0,5.059,0.679
1998/08/20,5.7,5.23,0.6579999999999999
1998/08/21,0.1,5.617000000000001,0.813
1998/08/22,0.1,5.73,0.7559999999999999
1998/08/23,9.4,5.692,0.799
1998/08/24,0.0,5.773,1.194
1998/08/25,13.9,5.466,1.11
1998/08/26,0.0,5.455,2.26
1998/08/27,0.0,5.2170000000000005,1.335
1998/08/28,0.2,5.007,0.938
1998/08/29,0.3,4.755,0.868
1998/08/30,0.0,4.51,0.7879999999999999
1998/08/31,4.6,4.328,0.7829999999999999
1998/09/01,6.7,4.285,1.041
1998/09/02,0.4,4.419,1.4909999999999999
1998/09/03,0.5,4.687,1.1179999999999999
1998/09/04,0.1,5.013,1.04
1998/09/05,3.5,5.5,1.109
1998/09/06,1.6,5.6610000000000005,1.197
1998/09/07,2.1,5.9129999999999985,1.0170000000000001
1998/09/08,2.5,6.0920000000000005,0.995
1998/09/09,10.4,6.242000000000001,2.867
1998/09/10,1.3,6.21,2.6319999999999997
1998/09/11,1.7,5.937,1.5319999999999998
1998/09/12,6.1,5.5920000000000005,1.247
1998/09/13,0.0,5.35,1.9080000000000001
1998/09/14,0.0,5.008,1.499
1998/09/15,0.0,4.828,1.064
1998/09/16,1.9,4.915,0.904
1998/09/17,0.0,5.018,0.9
1998/09/18,0.0,5.1080000000000005,0.821
1998/09/19,0.0,5.329,0.7879999999999999
1998/09/20,0.0,5.311,0.723
1998/09/21,0.0,5.396,0.7040000000000001
1998/09/22,0.0,5.365,0.6990000000000001
1998/09/23,0.0,5.364,0.706
1998/09/24,0.0,5.313,0.7020000000000001
1998/09/25,0.0,5.229,0.721
1998/09/26,2.7,5.107,0.747
1998/09/27,7.7,4.9060000000000015,1.163
1998/09/28,1.0,4.681,1.39
1998/09/29,2.9,4.4910000000000005,1.18
1998/09/30,11.4,4.441,2.8169999999999997
1998/10/01,3.1,4.494,4.763
1998/10/02,1.7,4.62,4.334
1998/10/03,3.7,5.1080000000000005,3.008
1998/10/04,12.2,5.541,5.23
1998/10/05,6.2,5.727,12.04
1998/10/06,2.4,5.839,6.707000000000001
1998/10/07,0.7,6.034,3.9810000000000003
1998/10/08,0.0,6.1629999999999985,2.765
1998/10/09,1.6,5.801,2.148
1998/10/10,1.8,6.041,2.01
1998/10/11,0.0,5.352,1.848
1998/10/12,1.4,5.32,1.574
1998/10/13,8.2,4.862,1.5119999999999998
1998/10/14,0.5,4.768,3.511
1998/10/15,1.1,4.846,2.293
1998/10/16,14.2,4.848,11.61
1998/10/17,14.6,5.528,21.1
1998/10/18,0.0,5.457000000000002,8.193
1998/10/19,0.0,5.408,4.132
1998/10/20,7.7,5.559,3.721
1998/10/21,0.5,5.81,7.577000000000001
1998/10/22,10.5,5.752000000000002,7.059
1998/10/23,0.8,5.6720000000000015,10.9
1998/10/24,30.0,5.4110000000000005,52.87
1998/10/25,0.0,5.5710000000000015,15.84
1998/10/26,5.4,5.042,6.564
1998/10/27,5.7,5.2189999999999985,9.879
1998/10/28,0.6,4.913,8.006
1998/10/29,0.0,4.794,4.901
1998/10/30,0.0,4.848,3.787
1998/10/31,0.0,4.972,3.3289999999999997
1998/11/01,0.0,5.276,3.0060000000000002
1998/11/02,24.1,5.5,14.7
1998/11/03,7.0,5.891,33.86
1998/11/04,1.1,5.934,12.31
1998/11/05,0.6,6.013,7.08
1998/11/06,0.0,6.233,5.202000000000001
1998/11/07,12.7,5.6770000000000005,5.5729999999999995
1998/11/08,5.7,5.6960000000000015,18.53
1998/11/09,0.8,5.332000000000002,14.22
1998/11/10,0.0,5.566,6.858
1998/11/11,2.6,4.669,5.066
1998/11/12,5.2,4.767,7.789
1998/11/13,4.1,4.628,8.445
1998/11/14,13.3,4.894,13.88
1998/11/15,16.8,4.899,44.64
1998/11/16,4.3,4.916,32.92
1998/11/17,0.0,5.12,13.53
1998/11/18,0.2,5.2360000000000015,8.67
1998/11/19,0.0,5.216,6.796
1998/11/20,0.0,5.043,5.4270000000000005
1998/11/21,0.0,5.23,4.792
1998/11/22,2.3,5.349,4.293
1998/11/23,1.9,5.237,4.324
1998/11/24,0.2,5.379,4.408
1998/11/25,1.3,4.883,4.032
1998/11/26,0.1,5.063,3.895
1998/11/27,0.9,4.5360000000000005,3.515
1998/11/28,3.1,4.857,4.777
1998/11/29,0.0,4.852,4.109
1998/11/30,0.1,4.834,3.3680000000000003
1998/12/01,0.1,5.079,3.0269999999999997
1998/12/02,0.0,5.316,2.8160000000000003
1998/12/03,10.6,5.79,3.1289999999999996
1998/12/04,2.6,5.9460000000000015,10.03
1998/12/05,6.0,5.9460000000000015,5.921
1998/12/06,1.1,5.728,4.234
1998/12/07,5.1,5.3660000000000005,5.209
1998/12/08,2.4,5.074,24.14
1998/12/09,0.1,5.074,9.43
1998/12/10,4.5,4.815,9.309
1998/12/11,0.4,4.527,8.131
1998/12/12,6.1,4.79,7.367000000000001
1998/12/13,1.7,4.743,8.597999999999999
1998/12/14,0.3,4.792,6.595
1998/12/15,0.0,5.237,4.92
1998/12/16,0.0,4.954,4.105
1998/12/17,0.0,5.33,3.6919999999999997
1998/12/18,3.0,5.561,3.701
1998/12/19,3.1,5.587999999999999,3.864
1998/12/20,3.5,5.489,5.8260000000000005
1998/12/21,0.5,5.194,4.119
1998/12/22,0.4,5.2639999999999985,3.8819999999999997
1998/12/23,0.0,5.384,5.522
1998/12/24,2.9,5.056,6.768
1998/12/25,6.9,5.32,8.854
1998/12/26,10.8,4.8580000000000005,17.77
1998/12/27,3.3,5.101,10.16
1998/12/28,1.9,5.101,8.012
1998/12/29,0.0,5.085,6.153
1998/12/30,1.9,4.937,5.251
1998/12/31,0.8,5.885,5.582999999999999
1999/01/01,3.5,5.584,5.122999999999999
1999/01/02,0.7,5.625,6.284
1999/01/03,5.1,5.983,5.4
1999/01/04,3.1,5.533,7.843
1999/01/05,3.9,5.926,7.502999999999999
1999/01/06,0.2,5.579,7.516
1999/01/07,15.0,5.35,9.177
1999/01/08,11.7,5.096,31.59
1999/01/09,11.4,4.646,23.63
1999/01/10,3.4,4.523,13.15
1999/01/11,3.9,4.385,9.214
1999/01/12,3.5,4.711,7.775
1999/01/13,0.1,4.78,13.32
1999/01/14,2.6,5.079,21.58
1999/01/15,9.7,4.802,27.83
1999/01/16,0.0,5.649,17.43
1999/01/17,0.7,5.272,8.931000000000001
1999/01/18,4.4,5.515,8.734
1999/01/19,2.8,5.731,9.538
1999/01/20,0.2,5.704,8.31
1999/01/21,0.0,5.561,6.297999999999999
1999/01/22,0.0,5.272,5.24
1999/01/23,0.0,5.228,4.84
1999/01/24,2.7,5.3820000000000014,4.651
1999/01/25,0.0,5.018,5.532
1999/01/26,3.7,5.104,5.284
1999/01/27,4.9,4.957,5.307
1999/01/28,0.6,5.029,6.712999999999999
1999/01/29,1.7,4.915,4.749
1999/01/30,0.0,5.166,4.927
1999/01/31,0.0,5.315,4.0680000000000005
1999/02/01,0.0,5.533,3.551
1999/02/02,0.3,5.699,3.345
1999/02/03,0.0,5.559,3.179
1999/02/04,0.0,6.256,2.875
1999/02/05,0.0,5.955,2.574
1999/02/06,0.8,5.305,2.5
1999/02/07,0.0,5.188,2.374
1999/02/08,11.3,4.67,2.117
1999/02/09,8.6,4.551,2.228
1999/02/10,1.9,4.224,2.461
1999/02/11,0.2,4.209,2.194
1999/02/12,3.3,4.422,3.5669999999999997
1999/02/13,0.1,4.599,11.98
1999/02/14,0.8,5.3210000000000015,22.64
1999/02/15,1.6,5.329,10.76
1999/02/16,0.0,5.752000000000002,7.042000000000001
1999/02/17,4.8,5.858,4.5280000000000005
1999/02/18,0.8,5.707999999999998,5.518
1999/02/19,0.0,6.05,4.591
1999/02/20,0.4,5.655,3.502
1999/02/21,1.3,5.779,3.2319999999999998
1999/02/22,0.0,5.456,2.806
1999/02/23,0.0,4.8580000000000005,2.489
1999/02/24,0.0,4.678,2.373
1999/02/25,0.7,4.6789999999999985,2.366
1999/02/26,0.1,4.972,2.291
1999/02/27,0.0,5.033,2.142
1999/02/28,13.6,5.11,2.282
1999/03/01,3.2,5.615,7.136
1999/03/02,11.7,5.48,10.75
1999/03/03,12.4,5.845,18.55
1999/03/04,37.2,5.627999999999999,58.33
1999/03/05,51.6,5.457999999999998,142.4
1999/03/06,25.9,5.2970000000000015,106.4
1999/03/07,28.6,5.211,120.2
1999/03/08,9.6,4.871,63.95
1999/03/09,11.6,4.641,55.43
1999/03/10,0.2,4.308,23.95
1999/03/11,2.2,4.085,14.38
1999/03/12,0.5,4.346,14.53
1999/03/13,0.0,4.363,11.21
1999/03/14,0.0,4.731,7.973
1999/03/15,0.7,4.89,6.516
1999/03/16,0.0,5.276,5.656000000000001
1999/03/17,0.2,5.564,4.922
1999/03/18,0.0,5.922999999999999,4.355
1999/03/19,0.0,5.954,3.8760000000000003
1999/03/20,3.0,5.7879999999999985,3.596
1999/03/21,11.5,5.974,9.464
1999/03/22,1.9,5.558,8.666
1999/03/23,0.0,5.182,5.77
1999/03/24,1.8,5.006,4.836
1999/03/25,10.9,4.795,12.08
1999/03/26,0.0,4.609,9.621
1999/03/27,0.0,4.7189999999999985,5.371
1999/03/28,0.0,4.76,4.181
1999/03/29,2.6,5.204,4.059
1999/03/30,0.3,5.4510000000000005,3.802
1999/03/31,0.0,5.402,3.432
1999/04/01,0.0,5.522,3.139
1999/04/02,0.0,5.457000000000002,2.89
1999/04/03,0.0,5.36,2.7880000000000003
1999/04/04,0.0,5.195,2.53
1999/04/05,0.1,5.143,2.262
1999/04/06,0.0,5.005,2.178
1999/04/07,0.8,4.947,2.133
1999/04/08,0.1,4.398,2.095
1999/04/09,0.0,4.441,1.986
1999/04/10,0.0,4.556,1.8530000000000002
1999/04/11,4.0,4.534,1.848
1999/04/12,5.7,4.813,2.351
1999/04/13,8.3,5.1720000000000015,3.5860000000000003
1999/04/14,0.3,5.247000000000001,3.463
1999/04/15,1.5,5.525,3.097
1999/04/16,0.5,5.8660000000000005,2.753
1999/04/17,0.0,5.9289999999999985,2.356
1999/04/18,1.8,5.914,2.38
1999/04/19,2.6,5.675,2.483
1999/04/20,30.3,5.401,33.02
1999/04/21,2.9,5.063,18.04
1999/04/22,0.5,4.913,8.038
1999/04/23,7.2,4.695,6.079
1999/04/24,0.0,4.524,8.023
1999/04/25,0.0,4.572,5.041
1999/04/26,1.3,4.837,4.154
1999/04/27,0.0,4.876,3.917
1999/04/28,0.0,5.052,3.302
1999/04/29,0.0,5.11,2.9010000000000002
1999/04/30,0.0,5.473,2.679
1999/05/01,0.0,5.315,2.454
1999/05/02,0.0,5.245,2.349
1999/05/03,0.0,5.193,2.254
1999/05/04,0.1,5.073,1.933
1999/05/05,6.1,4.952,1.899
1999/05/06,0.4,4.783,2.48
1999/05/07,6.3,4.664,2.372
1999/05/08,2.4,4.5280000000000005,2.798
1999/05/09,3.5,4.463,2.633
1999/05/10,6.2,4.55,4.059
1999/05/11,5.9,4.802,5.1610000000000005
1999/05/12,4.8,5.107,5.7379999999999995
1999/05/13,2.8,5.408,4.989
1999/05/14,0.2,5.6560000000000015,3.508
1999/05/15,0.0,5.738,2.6689999999999996
1999/05/16,0.0,5.832999999999998,2.3080000000000003
1999/05/17,0.0,5.718,2.036
1999/05/18,0.0,5.605,1.8730000000000002
1999/05/19,0.0,5.4289999999999985,1.787
1999/05/20,0.0,5.2810000000000015,1.695
1999/05/21,1.8,4.985,1.626
1999/05/22,0.0,4.832,1.495
1999/05/23,1.0,4.783,1.401
1999/05/24,0.3,4.756,1.4069999999999998
1999/05/25,0.0,4.8180000000000005,1.354
1999/05/26,0.0,4.793,1.306
1999/05/27,2.1,4.962,1.278
1999/05/28,1.4,5.006,1.2990000000000002
1999/05/29,1.5,5.097,1.3130000000000002
1999/05/30,0.0,5.113,1.288
1999/05/31,0.1,5.127999999999999,1.218
1999/06/01,0.1,5.272,1.127
1999/06/02,12.0,5.246,1.639
1999/06/03,3.9,5.204,2.113
1999/06/04,0.8,5.1560000000000015,2.037
1999/06/05,2.1,5.019,1.663
1999/06/06,8.0,4.783,2.396
1999/06/07,33.1,4.67,6.881
1999/06/08,3.7,4.766,40.83
1999/06/09,0.2,4.928,7.862
1999/06/10,0.0,5.092,5.032
1999/06/11,0.9,5.182,6.657
1999/06/12,0.9,5.434,7.86
1999/06/13,0.0,5.553,6.704
1999/06/14,0.1,5.69,4.604
1999/06/15,0.0,5.747000000000001,3.3360000000000003
1999/06/16,0.1,5.547999999999999,2.417
1999/06/17,0.0,5.715,2.086
1999/06/18,0.0,5.224,1.96
1999/06/19,1.1,5.185,1.92
1999/06/20,3.1,5.176,1.734
1999/06/21,1.9,4.816,1.662
1999/06/22,2.9,4.521,1.6980000000000002
1999/06/23,0.0,4.524,1.7409999999999999
1999/06/24,0.0,4.509,1.584
1999/06/25,0.0,4.687,1.3730000000000002
1999/06/26,1.2,4.801,1.315
1999/06/27,8.9,5.102,1.6280000000000001
1999/06/28,1.7,5.1720000000000015,1.9509999999999998
1999/06/29,0.0,5.271,1.358
1999/06/30,4.1,5.2620000000000005,1.179
1999/07/01,0.2,5.308,1.2990000000000002
1999/07/02,4.3,5.3439999999999985,1.329
1999/07/03,0.2,5.311,1.4709999999999999
1999/07/04,0.3,5.282,1.328
1999/07/05,0.9,5.1720000000000015,1.155
1999/07/06,1.2,5.019,1.124
1999/07/07,0.0,4.9030000000000005,1.1540000000000001
1999/07/08,0.0,4.835,1.053
1999/07/09,0.0,4.857,1.01
1999/07/10,0.0,5.052,0.98
1999/07/11,0.0,5.272,0.9620000000000001
1999/07/12,0.0,5.4289999999999985,0.94
1999/07/13,0.1,5.659,0.9309999999999999
1999/07/14,0.0,5.862,0.92
1999/07/15,0.1,5.7410000000000005,0.9209999999999999
1999/07/16,0.0,5.744,0.873
1999/07/17,0.0,5.497999999999998,0.862
1999/07/18,0.0,5.457000000000002,0.8390000000000001
1999/07/19,3.9,5.12,0.765
1999/07/20,1.8,4.984,0.799
1999/07/21,1.0,4.723,0.7929999999999999
1999/07/22,0.0,4.743,0.742
1999/07/23,0.0,4.467,0.735
1999/07/24,0.0,4.642,0.6920000000000001
1999/07/25,0.0,4.76,0.608
1999/07/26,0.0,4.837,0.5479999999999999
1999/07/27,0.0,4.9460000000000015,0.521
1999/07/28,0.0,5.148,0.515
1999/07/29,0.0,5.2620000000000005,0.569
1999/07/30,0.0,5.441,0.622
1999/07/31,0.0,5.504,0.578
1999/08/01,0.0,5.497999999999998,0.523
1999/08/02,0.0,5.479,0.586
1999/08/03,0.0,5.36,0.56
1999/08/04,0.0,5.24,0.491
1999/08/05,3.2,5.112,0.489
1999/08/06,1.1,4.902,0.579
1999/08/07,0.6,4.994,0.598
1999/08/08,13.1,5.148,0.584
1999/08/09,20.1,5.525,5.459
1999/08/10,0.0,5.4929999999999986,2.5660000000000003
1999/08/11,1.3,5.579,1.2309999999999999
1999/08/12,0.3,5.651,0.948
1999/08/13,14.2,5.7010000000000005,1.4780000000000002
1999/08/14,0.9,5.835,3.198
1999/08/15,0.6,5.75,1.383
1999/08/16,0.4,5.534,1.1159999999999999
1999/08/17,8.0,5.305,1.099
1999/08/18,25.3,5.0680000000000005,3.258
1999/08/19,25.9,4.808,43.74
1999/08/20,0.0,4.498,17.92
1999/08/21,0.0,4.2810000000000015,4.712
1999/08/22,0.0,4.35,2.82
1999/08/23,0.0,4.604,2.137
1999/08/24,1.4,4.768,1.7469999999999999
1999/08/25,9.6,5.038,1.89
1999/08/26,0.1,5.285,2.5340000000000003
1999/08/27,0.0,5.541,1.683
1999/08/28,0.0,5.667999999999998,1.3359999999999999
1999/08/29,0.3,5.68,1.128
1999/08/30,0.8,5.908,1.0979999999999999
1999/08/31,0.0,5.75,1.038
1999/09/01,0.0,5.55,1.016
1999/09/02,0.0,5.364,0.9159999999999999
1999/09/03,0.0,5.0310000000000015,0.893
1999/09/04,0.0,4.805,0.8490000000000001
1999/09/05,0.0,4.785,0.81
1999/09/06,4.9,5.023,0.8059999999999999
1999/09/07,0.6,5.205,0.861
1999/09/08,0.4,5.448,0.902
1999/09/09,0.0,5.862,0.7829999999999999
1999/09/10,0.0,5.812,0.7240000000000001
1999/09/11,1.2,5.722,0.695
1999/09/12,0.0,5.81,0.6940000000000001
1999/09/13,0.0,5.632999999999999,0.695
1999/09/14,0.0,5.456,0.6940000000000001
1999/09/15,1.7,5.182,0.7
1999/09/16,0.5,5.073,0.71
1999/09/17,1.0,4.718,0.71
1999/09/18,0.0,4.355,0.711
1999/09/19,14.0,4.587,0.7440000000000001
1999/09/20,9.7,4.452,2.655
1999/09/24,0.3,5.4929999999999986,1.9140000000000001
1999/09/25,2.8,5.718,1.3519999999999999
1999/09/26,7.5,6.016,1.161
1999/09/27,10.4,6.097,4.627
1999/09/28,1.6,6.207999999999998,6.167000000000001
1999/10/11,0.0,5.707000000000002,1.426
1999/10/12,0.0,5.7620000000000005,1.288
1999/10/13,0.0,5.343,1.204
1999/10/14,0.8,5.151,1.178
1999/10/15,0.0,4.792,1.199
1999/10/16,0.0,4.588,1.198
1999/10/17,0.0,4.306,1.1159999999999999
1999/10/18,0.0,4.213,1.033
1999/10/19,2.3,4.482,1.068
1999/10/20,0.0,4.453,1.13
1999/10/21,14.7,4.732,1.675
1999/10/22,3.9,4.964,5.377000000000001
1999/10/23,2.2,5.553,4.298
1999/10/24,13.4,6.024,10.83
1999/10/25,1.6,6.1720000000000015,11.79
1999/10/26,0.2,6.198,5.148
1999/10/27,0.4,5.965,3.136
1999/10/28,0.0,6.117000000000001,2.414
1999/10/29,0.1,5.634,2.057
1999/10/30,3.9,5.419,2.022
1999/10/31,0.3,5.362,2.127
1999/11/01,1.8,5.085,1.946
1999/11/02,0.0,5.018,1.9080000000000001
1999/11/03,0.0,4.947,1.662
1999/11/04,5.2,5.059,1.528
1999/11/05,32.3,5.261,29.75
1999/11/06,0.0,5.957999999999998,24.24
1999/11/07,2.2,5.45,6.445
1999/11/08,0.2,5.487,4.647
1999/11/09,0.0,5.426,3.705
1999/11/10,1.7,5.279,3.404
1999/11/11,6.2,5.16,4.022
1999/11/12,3.7,5.0360000000000005,10.73
1999/11/13,3.0,4.984,9.274
1999/11/14,0.3,4.812,8.404
1999/11/15,0.4,4.746,5.537000000000001
1999/11/16,1.9,4.577,4.244
1999/11/17,0.5,4.738,3.995
1999/11/18,22.2,5.074,13.1
1999/11/19,0.8,5.053,25.78
1999/11/20,0.0,4.9830000000000005,8.722000000000001
1999/11/21,0.7,5.364,5.778
1999/11/22,0.1,5.635,4.923
1999/11/23,0.0,5.877000000000002,4.155
1999/11/24,0.2,5.896,3.6860000000000004
1999/11/25,0.0,6.004,3.264
1999/11/26,3.4,5.685,3.2039999999999997
1999/11/27,0.0,6.316,3.173
1999/11/28,1.5,5.17,2.852
1999/11/29,0.1,5.424,2.6630000000000003
1999/11/30,1.5,5.461,2.779
1999/12/01,2.0,4.973,2.7439999999999998
1999/12/02,17.4,4.864,3.2910000000000004
1999/12/03,0.2,5.006,19.79
1999/12/04,0.5,5.245,5.921
1999/12/05,1.0,4.985,4.013999999999999
1999/12/06,0.3,5.384,4.007
1999/12/07,0.4,5.602,3.389
1999/12/08,3.0,5.382999999999999,3.634
1999/12/09,2.8,5.698,4.143
1999/12/10,6.1,5.452000000000001,3.813
1999/12/11,8.6,5.481,11.16
1999/12/12,3.3,5.375,13.49
1999/12/13,0.1,4.973,7.656000000000001
1999/12/14,10.1,5.12,5.811
1999/12/15,6.4,4.755,9.607000000000001
1999/12/16,0.3,4.4830000000000005,9.729
1999/12/17,0.1,5.053,16.09
1999/12/18,0.0,5.002,6.547999999999999
1999/12/19,0.0,5.306,4.406000000000001
1999/12/20,5.8,5.166,3.515
1999/12/21,1.1,5.146,3.6710000000000003
1999/12/22,6.0,5.561,12.22
1999/12/23,5.1,5.777,11.09
